_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
Pre-training layer 0, epoch 25, validation free energy -493.252440613
Pre-training layer 0, epoch 26, cost -86.3116143799
Pre-training layer 0, epoch 27, cost -85.4856574249
Pre-training layer 0, epoch 28, cost -84.9118241882
Pre-training layer 0, epoch 29, cost -84.5809629059
Pre-training layer 0, epoch 30, cost -84.2253421021
Pre-training layer 0, epoch 30, representative training free energy -500.707480103
Pre-training layer 0, epoch 30, validation free energy -485.672346039
Pre-training layer 0, epoch 31, cost -83.9597822571
Pre-training layer 0, epoch 32, cost -83.7908622742
Pre-training layer 0, epoch 33, cost -83.2049332428
Pre-training layer 0, epoch 34, cost -82.9396656036
Pre-training layer 0, epoch 35, cost -82.467068634
Pre-training layer 0, epoch 35, representative training free energy -499.860270569
Pre-training layer 0, epoch 35, validation free energy -483.568971558
Pre-training layer 0, epoch 36, cost -82.5119815063
Pre-training layer 0, epoch 37, cost -81.9342694092
Pre-training layer 0, epoch 38, cost -82.0992674255
Pre-training layer 0, epoch 39, cost -81.608846283
Pre-training layer 0, epoch 40, cost -81.1654383087
Pre-training layer 0, epoch 40, representative training free energy -495.121969604
Pre-training layer 0, epoch 40, validation free energy -478.762290161
Pre-training layer 0, epoch 41, cost -80.9142784119
Pre-training layer 0, epoch 42, cost -80.8668965149
Pre-training layer 0, epoch 43, cost -80.7322301483
Pre-training layer 0, epoch 44, cost -80.3646303558
Pre-training layer 0, epoch 45, cost -80.1824150085
Pre-training layer 0, epoch 45, representative training free energy -490.552343567
Pre-training layer 0, epoch 45, validation free energy -472.864728394
Pre-training layer 0, epoch 46, cost -79.9065457916
Pre-training layer 0, epoch 47, cost -79.5967816162
Pre-training layer 0, epoch 48, cost -79.4498779297
Pre-training layer 0, epoch 49, cost -79.3129409027
Pre-training layer 0, epoch 50, cost -79.1019515991
Pre-training layer 0, epoch 50, representative training free energy -488.082140747
Pre-training layer 0, epoch 50, validation free energy -470.675017822
Pre-training layer 0, epoch 51, cost -78.8800366211
Pre-training layer 0, epoch 52, cost -78.5621977234
Pre-training layer 0, epoch 53, cost -78.5763525391
Pre-training layer 0, epoch 54, cost -78.6129528809
Pre-training layer 0, epoch 55, cost -78.1358873749
Pre-training layer 0, epoch 55, representative training free energy -483.832940552
Pre-training layer 0, epoch 55, validation free energy -466.291662231
Pre-training layer 0, epoch 56, cost -78.2947181702
Pre-training layer 0, epoch 57, cost -77.8976895142
Pre-training layer 0, epoch 58, cost -77.7444126511
Pre-training layer 0, epoch 59, cost -77.5221094894
Pre-training layer 0, epoch 60, cost -77.508401413
Pre-training layer 0, epoch 60, representative training free energy -479.571104919
Pre-training layer 0, epoch 60, validation free energy -461.570468689
Pre-training layer 0, epoch 61, cost -77.2638422775
Pre-training layer 0, epoch 62, cost -77.1586833954
Pre-training layer 0, epoch 63, cost -77.2876361847
Pre-training layer 0, epoch 64, cost -76.8310634613
Pre-training layer 0, epoch 65, cost -76.6555721283
Pre-training layer 0, epoch 65, representative training free energy -481.271981567
Pre-training layer 0, epoch 65, validation free energy -462.992458282
Pre-training layer 0, epoch 66, cost -76.7508685303
Pre-training layer 0, epoch 67, cost -76.3050180817
Pre-training layer 0, epoch 68, cost -76.2120588684
Pre-training layer 0, epoch 69, cost -76.2951386261
Pre-training layer 0, epoch 70, cost -76.0889578247
Pre-training layer 0, epoch 70, representative training free energy -477.887450226
Pre-training layer 0, epoch 70, validation free energy -459.452740631
Pre-training layer 0, epoch 71, cost -75.9114777756
Pre-training layer 0, epoch 72, cost -75.7306904984
Pre-training layer 0, epoch 73, cost -75.6446626282
Pre-training layer 0, epoch 74, cost -75.5065750885
Pre-training layer 0, epoch 75, cost -75.5357000732
Pre-training layer 0, epoch 75, representative training free energy -476.047909424
Pre-training layer 0, epoch 75, validation free energy -456.645140137
Pre-training layer 0, epoch 76, cost -75.2682920074
Pre-training layer 0, epoch 77, cost -75.2821203613
Pre-training layer 0, epoch 78, cost -75.2258151627
Pre-training layer 0, epoch 79, cost -75.1241765213
Pre-training layer 0, epoch 80, cost -74.8047607422
Pre-training layer 0, epoch 80, representative training free energy -474.625718933
Pre-training layer 0, epoch 80, validation free energy -455.387974243
Pre-training layer 0, epoch 81, cost -74.9244669342
Pre-training layer 0, epoch 82, cost -74.7386276627
Pre-training layer 0, epoch 83, cost -74.7120688248
Pre-training layer 0, epoch 84, cost -74.5497108841
Pre-training layer 0, epoch 85, cost -74.3665858841
Pre-training layer 0, epoch 85, representative training free energy -476.240441345
Pre-training layer 0, epoch 85, validation free energy -456.351378662
Pre-training layer 0, epoch 86, cost -74.5896098709
Pre-training layer 0, epoch 87, cost -74.3779352188
Pre-training layer 0, epoch 88, cost -74.3089047623
Pre-training layer 0, epoch 89, cost -74.2789054871
Pre-training layer 0, epoch 90, cost -73.9940322495
Pre-training layer 0, epoch 90, representative training free energy -472.531184448
Pre-training layer 0, epoch 90, validation free energy -451.77346402
Pre-training layer 0, epoch 91, cost -74.0395172501
Pre-training layer 0, epoch 92, cost -73.9404924011
Pre-training layer 0, epoch 93, cost -73.741608429
Pre-training layer 0, epoch 94, cost -73.845644455
Pre-training layer 0, epoch 95, cost -73.8405592346
Pre-training layer 0, epoch 95, representative training free energy -471.991901947
Pre-training layer 0, epoch 95, validation free energy -452.455461304
Pre-training layer 0, epoch 96, cost -73.4677011871
Pre-training layer 0, epoch 97, cost -73.5182908249
Pre-training layer 0, epoch 98, cost -73.4516270447
Pre-training layer 0, epoch 99, cost -73.5955596542
Pre-training layer 1, epoch 0, cost -432.282136841
Pre-training layer 1, epoch 0, representative training free energy -32878.4633643
Pre-training layer 1, epoch 0, validation free energy -32399.5768789
Pre-training layer 1, epoch 1, cost -370.438262024
Pre-training layer 1, epoch 2, cost -350.267368164
Pre-training layer 1, epoch 3, cost -338.691497192
Pre-training layer 1, epoch 4, cost -330.455057678
Pre-training layer 1, epoch 5, cost -324.533711548
Pre-training layer 1, epoch 5, representative training free energy -47200.7734756
Pre-training layer 1, epoch 5, validation free energy -46623.3139893
Pre-training layer 1, epoch 6, cost -319.188344421
Pre-training layer 1, epoch 7, cost -315.467632141
Pre-training layer 1, epoch 8, cost -312.073990173
Pre-training layer 1, epoch 9, cost -309.196562805
Pre-training layer 1, epoch 10, cost -306.138141174
Pre-training layer 1, epoch 10, representative training free energy -51506.1353574
Pre-training layer 1, epoch 10, validation free energy -50923.8117344
Pre-training layer 1, epoch 11, cost -304.165613708
Pre-training layer 1, epoch 12, cost -301.951818542
Pre-training layer 1, epoch 13, cost -300.563786011
Pre-training layer 1, epoch 14, cost -298.331397247
Pre-training layer 1, epoch 15, cost -297.040619812
Pre-training layer 1, epoch 15, representative training free energy -54068.9334336
Pre-training layer 1, epoch 15, validation free energy -53474.0280605
Pre-training layer 1, epoch 16, cost -295.918467407
Pre-training layer 1, epoch 17, cost -294.294797363
Pre-training layer 1, epoch 18, cost -293.18375351
Pre-training layer 1, epoch 19, cost -292.082795258
Pre-training layer 1, epoch 20, cost -291.24111084
Pre-training layer 1, epoch 20, representative training free energy -55800.2310732
Pre-training layer 1, epoch 20, validation free energy -55203.1714893
Pre-training layer 1, epoch 21, cost -290.081219482
Pre-training layer 1, epoch 22, cost -289.313644409
Pre-training layer 1, epoch 23, cost -288.394806061
Pre-training layer 1, epoch 24, cost -287.47056778
Pre-training layer 1, epoch 25, cost -286.967058411
Pre-training layer 1, epoch 25, representative training free energy -57139.2572158
Pre-training layer 1, epoch 25, validation free energy -56540.181252
Pre-training layer 1, epoch 26, cost -286.324276733
Pre-training layer 1, epoch 27, cost -285.517210999
Pre-training layer 1, epoch 28, cost -285.025224762
Pre-training layer 1, epoch 29, cost -284.346399994
Pre-training layer 1, epoch 30, cost -283.905028992
Pre-training layer 1, epoch 30, representative training free energy -58183.4638975
Pre-training layer 1, epoch 30, validation free energy -57583.7624063
Pre-training layer 1, epoch 31, cost -283.467898712
Pre-training layer 1, epoch 32, cost -282.76582962
Pre-training layer 1, epoch 33, cost -282.209330292
Pre-training layer 1, epoch 34, cost -281.604799652
Pre-training layer 1, epoch 35, cost -281.252499084
Pre-training layer 1, epoch 35, representative training free energy -59131.0792803
Pre-training layer 1, epoch 35, validation free energy -58519.1418203
Pre-training layer 1, epoch 36, cost -280.944670868
Pre-training layer 1, epoch 37, cost -280.639674988
Pre-training layer 1, epoch 38, cost -280.001244202
Pre-training layer 1, epoch 39, cost -279.667286682
Pre-training layer 1, epoch 40, cost -279.381875916
Pre-training layer 1, epoch 40, representative training free energy -59923.816041
Pre-training layer 1, epoch 40, validation free energy -59310.9564434
Pre-training layer 1, epoch 41, cost -279.042741547
Pre-training layer 1, epoch 42, cost -278.596430664
Pre-training layer 1, epoch 43, cost -278.20825531
Pre-training layer 1, epoch 44, cost -278.125953217
Pre-training layer 1, epoch 45, cost -277.709007263
Pre-training layer 1, epoch 45, representative training free energy -60654.8821484
Pre-training layer 1, epoch 45, validation free energy -60041.7407617
Pre-training layer 1, epoch 46, cost -277.387880249
Pre-training layer 1, epoch 47, cost -277.097765808
Pre-training layer 1, epoch 48, cost -276.98578537
Pre-training layer 1, epoch 49, cost -276.401576385
Pre-training layer 1, epoch 50, cost -276.459983826
Pre-training layer 1, epoch 50, representative training free energy -61252.2311777
Pre-training layer 1, epoch 50, validation free energy -60649.1303359
Pre-training layer 1, epoch 51, cost -275.85895462
Pre-training layer 1, epoch 52, cost -275.75165329
Pre-training layer 1, epoch 53, cost -275.444109192
Pre-training layer 1, epoch 54, cost -275.223603363
Pre-training layer 1, epoch 55, cost -274.895988922
Pre-training layer 1, epoch 55, representative training free energy -61817.0065508
Pre-training layer 1, epoch 55, validation free energy -61209.0445059
Pre-training layer 1, epoch 56, cost -274.954537048
Pre-training layer 1, epoch 57, cost -274.525308228
Pre-training layer 1, epoch 58, cost -274.273301849
Pre-training layer 1, epoch 59, cost -274.246762543
Pre-training layer 1, epoch 60, cost -273.966977386
Pre-training layer 1, epoch 60, representative training free energy -62293.2289688
Pre-training layer 1, epoch 60, validation free energy -61681.9203516
Pre-training layer 1, epoch 61, cost -273.892117767
Pre-training layer 1, epoch 62, cost -273.568526001
Pre-training layer 1, epoch 63, cost -273.469090424
Pre-training layer 1, epoch 64, cost -273.436939087
Pre-training layer 1, epoch 65, cost -272.945081177
Pre-training layer 1, epoch 65, representative training free energy -62788.418623
Pre-training layer 1, epoch 65, validation free energy -62179.9850918
Pre-training layer 1, epoch 66, cost -272.924533386
Pre-training layer 1, epoch 67, cost -272.777489319
Pre-training layer 1, epoch 68, cost -272.64594162
Pre-training layer 1, epoch 69, cost -272.561676941
Pre-training layer 1, epoch 70, cost -272.283419647
Pre-training layer 1, epoch 70, representative training free energy -63225.1445586
Pre-training layer 1, epoch 70, validation free energy -62613.1270879
Pre-training layer 1, epoch 71, cost -272.019880676
Pre-training layer 1, epoch 72, cost -271.980849152
Pre-training layer 1, epoch 73, cost -271.914373474
Pre-training layer 1, epoch 74, cost -271.711831512
Pre-training layer 1, epoch 75, cost -271.671015015
Pre-training layer 1, epoch 75, representative training free energy -63571.275834
Pre-training layer 1, epoch 75, validation free energy -62956.5994414
Pre-training layer 1, epoch 76, cost -271.498919678
Pre-training layer 1, epoch 77, cost -271.091758423
Pre-training layer 1, epoch 78, cost -271.18118454
Pre-training layer 1, epoch 79, cost -271.064215851
Pre-training layer 1, epoch 80, cost -270.886869049
Pre-training layer 1, epoch 80, representative training free energy -63923.5896602
Pre-training layer 1, epoch 80, validation free energy -63310.0476602
Pre-training layer 1, epoch 81, cost -270.86202713
Pre-training layer 1, epoch 82, cost -270.7071492
Pre-training layer 1, epoch 83, cost -270.561598816
Pre-training layer 1, epoch 84, cost -270.610864258
Pre-training layer 1, epoch 85, cost -270.42737381
Pre-training layer 1, epoch 85, representative training free energy -64410.7592285
Pre-training layer 1, epoch 85, validation free energy -63792.5854824
Pre-training layer 1, epoch 86, cost -270.247649231
Pre-training layer 1, epoch 87, cost -270.134357758
Pre-training layer 1, epoch 88, cost -269.945666504
Pre-training layer 1, epoch 89, cost -270.054904175
Pre-training layer 1, epoch 90, cost -269.865121765
Pre-training layer 1, epoch 90, representative training free energy -64631.9911953
Pre-training layer 1, epoch 90, validation free energy -64011.8402285
Pre-training layer 1, epoch 91, cost -269.850274658
Pre-training layer 1, epoch 92, cost -269.709360504
Pre-training layer 1, epoch 93, cost -269.548538055
Pre-training layer 1, epoch 94, cost -269.53572998
Pre-training layer 1, epoch 95, cost -269.362702026
Pre-training layer 1, epoch 95, representative training free energy -65024.5795605
Pre-training layer 1, epoch 95, validation free energy -64406.3926367
Pre-training layer 1, epoch 96, cost -269.110965881
Pre-training layer 1, epoch 97, cost -269.317129211
Pre-training layer 1, epoch 98, cost -269.165787354
Pre-training layer 1, epoch 99, cost -269.033815613
Pre-training layer 2, epoch 0, cost -161.888431778
Pre-training layer 2, epoch 0, representative training free energy 1709.75866165
Pre-training layer 2, epoch 0, validation free energy 1721.77536166
Pre-training layer 2, epoch 1, cost -108.158213654
Pre-training layer 2, epoch 2, cost -97.6801990509
Pre-training layer 2, epoch 3, cost -91.9555345154
Pre-training layer 2, epoch 4, cost -88.2800478363
Pre-training layer 2, epoch 5, cost -85.7232307434
Pre-training layer 2, epoch 5, representative training free energy 2544.24668542
Pre-training layer 2, epoch 5, validation free energy 2538.16600775
Pre-training layer 2, epoch 6, cost -83.5567890167
Pre-training layer 2, epoch 7, cost -81.5548438263
Pre-training layer 2, epoch 8, cost -80.2153887939
Pre-training layer 2, epoch 9, cost -78.9261560059
Pre-training layer 2, epoch 10, cost -77.7491509628
Pre-training layer 2, epoch 10, representative training free energy 2930.72019995
Pre-training layer 2, epoch 10, validation free energy 2902.35090454
Pre-training layer 2, epoch 11, cost -76.8173138809
Pre-training layer 2, epoch 12, cost -75.8505659866
Pre-training layer 2, epoch 13, cost -75.2724026108
Pre-training layer 2, epoch 14, cost -74.5242447662
Pre-training layer 2, epoch 15, cost -73.712587204
Pre-training layer 2, epoch 15, representative training free energy 3253.37235895
Pre-training layer 2, epoch 15, validation free energy 3206.64388037
Pre-training layer 2, epoch 16, cost -73.405845108
Pre-training layer 2, epoch 17, cost -72.7731304169
Pre-training layer 2, epoch 18, cost -72.2732159424
Pre-training layer 2, epoch 19, cost -71.8787221146
Pre-training layer 2, epoch 20, cost -71.3644776535
Pre-training layer 2, epoch 20, representative training free energy 3497.24940125
Pre-training layer 2, epoch 20, validation free energy 3454.36259723
Pre-training layer 2, epoch 21, cost -71.0611705399
Pre-training layer 2, epoch 22, cost -70.4188659286
Pre-training layer 2, epoch 23, cost -70.3429378128
Pre-training layer 2, epoch 24, cost -69.9185583878
Pre-training layer 2, epoch 25, cost -69.7130345535
Pre-training layer 2, epoch 25, representative training free energy 3718.01527094
Pre-training layer 2, epoch 25, validation free energy 3676.95753601
Pre-training layer 2, epoch 26, cost -69.4562704468
Pre-training layer 2, epoch 27, cost -69.1241194534
Pre-training layer 2, epoch 28, cost -68.7714167786
Pre-training layer 2, epoch 29, cost -68.8083951187
Pre-training layer 2, epoch 30, cost -68.4493093872
Pre-training layer 2, epoch 30, representative training free energy 3928.81631384
Pre-training layer 2, epoch 30, validation free energy 3883.26652008
Pre-training layer 2, epoch 31, cost -68.1928717804
Pre-training layer 2, epoch 32, cost -68.1244673157
Pre-training layer 2, epoch 33, cost -67.868115921
Pre-training layer 2, epoch 34, cost -67.5855727005
Pre-training layer 2, epoch 35, cost -67.4500061798
Pre-training layer 2, epoch 35, representative training free energy 4120.60637329
Pre-training layer 2, epoch 35, validation free energy 4072.28786023
Pre-training layer 2, epoch 36, cost -67.2799118805
Pre-training layer 2, epoch 37, cost -67.0142394638
Pre-training layer 2, epoch 38, cost -66.9434024811
Pre-training layer 2, epoch 39, cost -66.825136261
Pre-training layer 2, epoch 40, cost -66.6171047211
Pre-training layer 2, epoch 40, representative training free energy 4290.22505505
Pre-training layer 2, epoch 40, validation free energy 4239.07762122
Pre-training layer 2, epoch 41, cost -66.5445768738
Pre-training layer 2, epoch 42, cost -66.2725063324
Pre-training layer 2, epoch 43, cost -66.2436679459
Pre-training layer 2, epoch 44, cost -65.9882617187
Pre-training layer 2, epoch 45, cost -65.8651568604
Pre-training layer 2, epoch 45, representative training free energy 4457.74184924
Pre-training layer 2, epoch 45, validation free energy 4403.06645825
Pre-training layer 2, epoch 46, cost -65.703980217
Pre-training layer 2, epoch 47, cost -65.7446923065
Pre-training layer 2, epoch 48, cost -65.5281350708
Pre-training layer 2, epoch 49, cost -65.4656764221
Pre-training layer 2, epoch 50, cost -65.3439003754
Pre-training layer 2, epoch 50, representative training free energy 4594.01503113
Pre-training layer 2, epoch 50, validation free energy 4535.4730061
Pre-training layer 2, epoch 51, cost -65.2692159271
Pre-training layer 2, epoch 52, cost -65.2360428238
Pre-training layer 2, epoch 53, cost -65.0087305069
Pre-training layer 2, epoch 54, cost -64.9776413345
Pre-training layer 2, epoch 55, cost -64.7322885513
Pre-training layer 2, epoch 55, representative training free energy 4720.30591296
Pre-training layer 2, epoch 55, validation free energy 4659.88184473
Pre-training layer 2, epoch 56, cost -64.7167028046
Pre-training layer 2, epoch 57, cost -64.6899421692
Pre-training layer 2, epoch 58, cost -64.7437865448
Pre-training layer 2, epoch 59, cost -64.6918709183
Pre-training layer 2, epoch 60, cost -64.3817324829
Pre-training layer 2, epoch 60, representative training free energy 4853.49753198
Pre-training layer 2, epoch 60, validation free energy 4792.53588684
Pre-training layer 2, epoch 61, cost -64.3339989853
Pre-training layer 2, epoch 62, cost -64.3155733109
Pre-training layer 2, epoch 63, cost -64.3483764648
Pre-training layer 2, epoch 64, cost -64.04259552
Pre-training layer 2, epoch 65, cost -64.1045154572
Pre-training layer 2, epoch 65, representative training free energy 4964.70251526
Pre-training layer 2, epoch 65, validation free energy 4900.86292078
Pre-training layer 2, epoch 66, cost -64.0623854446
Pre-training layer 2, epoch 67, cost -63.8922444534
Pre-training layer 2, epoch 68, cost -63.9139864349
Pre-training layer 2, epoch 69, cost -63.9127684021
Pre-training layer 2, epoch 70, cost -63.7190364075
Pre-training layer 2, epoch 70, representative training free energy 5083.43979846
Pre-training layer 2, epoch 70, validation free energy 5014.67875684
Pre-training layer 2, epoch 71, cost -63.8612897491
Pre-training layer 2, epoch 72, cost -63.7868390274
Pre-training layer 2, epoch 73, cost -63.5880139542
Pre-training layer 2, epoch 74, cost -63.359000473
Pre-training layer 2, epoch 75, cost -63.3933586502
Pre-training layer 2, epoch 75, representative training free energy 5186.08914111
Pre-training layer 2, epoch 75, validation free energy 5117.91713977
Pre-training layer 2, epoch 76, cost -63.345502243
Pre-training layer 2, epoch 77, cost -63.4276488495
Pre-training layer 2, epoch 78, cost -63.1157344055
Pre-training layer 2, epoch 79, cost -63.3330703735
Pre-training layer 2, epoch 80, cost -63.1374946594
Pre-training layer 2, epoch 80, representative training free energy 5297.57244958
Pre-training layer 2, epoch 80, validation free energy 5220.50332202
Pre-training layer 2, epoch 81, cost -63.2318075943
Pre-training layer 2, epoch 82, cost -63.012211113
Pre-training layer 2, epoch 83, cost -63.1282911301
Pre-training layer 2, epoch 84, cost -63.1256997299
Pre-training layer 2, epoch 85, cost -63.0187326431
Pre-training layer 2, epoch 85, representative training free energy 5393.83934363
Pre-training layer 2, epoch 85, validation free energy 5319.88595837
Pre-training layer 2, epoch 86, cost -62.9046000671
Pre-training layer 2, epoch 87, cost -62.8077951813
Pre-training layer 2, epoch 88, cost -62.7823236465
Pre-training layer 2, epoch 89, cost -62.9069366837
Pre-training layer 2, epoch 90, cost -62.8078936768
Pre-training layer 2, epoch 90, representative training free energy 5494.40714429
Pre-training layer 2, epoch 90, validation free energy 5420.21917883
Pre-training layer 2, epoch 91, cost -62.6117365646
Pre-training layer 2, epoch 92, cost -62.545449028
Pre-training layer 2, epoch 93, cost -62.6848441315
Pre-training layer 2, epoch 94, cost -62.6841108322
Pre-training layer 2, epoch 95, cost -62.7842850876
Pre-training layer 2, epoch 95, representative training free energy 5592.49312585
Pre-training layer 2, epoch 95, validation free energy 5510.60576001
Pre-training layer 2, epoch 96, cost -62.6563546753
Pre-training layer 2, epoch 97, cost -62.5398022842
Pre-training layer 2, epoch 98, cost -62.4522859955
Pre-training layer 2, epoch 99, cost -62.5002534103
The pretraining code for file dbn_loop.pyc ran for 1.10m... getting the finetuning functions... finetuning the model
epoch 1, minibatch 100/100, validation error 23.300000 %
     epoch 1, minibatch 100/100, test error of best model 24.100000 %
epoch 2, minibatch 100/100, validation error 17.800000 %
     epoch 2, minibatch 100/100, test error of best model 18.800000 %
epoch 3, minibatch 100/100, validation error 16.400000 %
     epoch 3, minibatch 100/100, test error of best model 17.300000 %
epoch 4, minibatch 100/100, validation error 16.100000 %
     epoch 4, minibatch 100/100, test error of best model 16.400000 %
epoch 5, minibatch 100/100, validation error 15.800000 %
     epoch 5, minibatch 100/100, test error of best model 15.900000 %
epoch 6, minibatch 100/100, validation error 14.900000 %
     epoch 6, minibatch 100/100, test error of best model 15.300000 %
epoch 7, minibatch 100/100, validation error 14.600000 %
     epoch 7, minibatch 100/100, test error of best model 14.600000 %
epoch 8, minibatch 100/100, validation error 14.400000 %
     epoch 8, minibatch 100/100, test error of best model 14.200000 %
epoch 9, minibatch 100/100, validation error 14.100000 %
     epoch 9, minibatch 100/100, test error of best model 14.300000 %
epoch 10, minibatch 100/100, validation error 13.500000 %
     epoch 10, minibatch 100/100, test error of best model 13.600000 %
epoch 11, minibatch 100/100, validation error 13.100000 %
     epoch 11, minibatch 100/100, test error of best model 13.400000 %
epoch 12, minibatch 100/100, validation error 12.800000 %
     epoch 12, minibatch 100/100, test error of best model 13.300000 %
epoch 13, minibatch 100/100, validation error 12.400000 %
     epoch 13, minibatch 100/100, test error of best model 13.400000 %
epoch 14, minibatch 100/100, validation error 12.500000 %
epoch 15, minibatch 100/100, validation error 12.100000 %
     epoch 15, minibatch 100/100, test error of best model 13.000000 %
epoch 16, minibatch 100/100, validation error 12.100000 %
     epoch 16, minibatch 100/100, test error of best model 13.000000 %
epoch 17, minibatch 100/100, validation error 11.900000 %
     epoch 17, minibatch 100/100, test error of best model 12.800000 %
epoch 18, minibatch 100/100, validation error 11.400000 %
     epoch 18, minibatch 100/100, test error of best model 12.800000 %
epoch 19, minibatch 100/100, validation error 11.500000 %
epoch 20, minibatch 100/100, validation error 11.400000 %
epoch 21, minibatch 100/100, validation error 11.200000 %
     epoch 21, minibatch 100/100, test error of best model 12.800000 %
epoch 22, minibatch 100/100, validation error 10.800000 %
     epoch 22, minibatch 100/100, test error of best model 12.700000 %
epoch 23, minibatch 100/100, validation error 10.800000 %
     epoch 23, minibatch 100/100, test error of best model 12.600000 %
epoch 24, minibatch 100/100, validation error 10.700000 %
     epoch 24, minibatch 100/100, test error of best model 12.200000 %
epoch 25, minibatch 100/100, validation error 10.500000 %
     epoch 25, minibatch 100/100, test error of best model 12.000000 %
epoch 26, minibatch 100/100, validation error 10.400000 %
     epoch 26, minibatch 100/100, test error of best model 12.000000 %
epoch 27, minibatch 100/100, validation error 10.400000 %
epoch 28, minibatch 100/100, validation error 10.200000 %
     epoch 28, minibatch 100/100, test error of best model 12.000000 %
epoch 29, minibatch 100/100, validation error 10.300000 %
epoch 30, minibatch 100/100, validation error 10.300000 %
epoch 31, minibatch 100/100, validation error 10.300000 %
epoch 32, minibatch 100/100, validation error 10.500000 %
epoch 33, minibatch 100/100, validation error 10.600000 %
epoch 34, minibatch 100/100, validation error 10.600000 %
epoch 35, minibatch 100/100, validation error 10.600000 %
epoch 36, minibatch 100/100, validation error 10.700000 %
epoch 37, minibatch 100/100, validation error 10.600000 %
epoch 38, minibatch 100/100, validation error 10.400000 %
epoch 39, minibatch 100/100, validation error 10.300000 %
epoch 40, minibatch 100/100, validation error 10.200000 %
epoch 41, minibatch 100/100, validation error 10.300000 %
epoch 42, minibatch 100/100, validation error 10.300000 %
epoch 43, minibatch 100/100, validation error 10.300000 %
epoch 44, minibatch 100/100, validation error 10.300000 %
epoch 45, minibatch 100/100, validation error 10.200000 %
epoch 46, minibatch 100/100, validation error 10.200000 %
epoch 47, minibatch 100/100, validation error 10.200000 %
epoch 48, minibatch 100/100, validation error 10.200000 %
epoch 49, minibatch 100/100, validation error 10.200000 %
epoch 50, minibatch 100/100, validation error 10.200000 %
epoch 51, minibatch 100/100, validation error 10.200000 %
epoch 52, minibatch 100/100, validation error 10.200000 %
epoch 53, minibatch 100/100, validation error 10.200000 %
epoch 54, minibatch 100/100, validation error 10.200000 %
epoch 55, minibatch 100/100, validation error 10.200000 %
Optimization complete with best validation score of 10.200000 %, obtained at iteration 2800, with test performance 12.000000 %
The fine tuning code for file dbn_loop.pyc ran for 0.31m


==========Sample Size: (2000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -160.038538284
Pre-training layer 0, epoch 0, representative training free energy -583.161094452
Pre-training layer 0, epoch 0, validation free energy -582.331814575
Pre-training layer 0, epoch 1, cost -122.355695801
Pre-training layer 0, epoch 2, cost -112.741294556
Pre-training layer 0, epoch 3, cost -107.142784615
Pre-training layer 0, epoch 4, cost -103.20770813
Pre-training layer 0, epoch 5, cost -100.250452423
Pre-training layer 0, epoch 5, representative training free energy -527.693266541
Pre-training layer 0, epoch 5, validation free energy -522.488637756
Pre-training layer 0, epoch 6, cost -97.8873888779
Pre-training layer 0, epoch 7, cost -95.8780854034
Pre-training layer 0, epoch 8, cost -94.2549384308
Pre-training layer 0, epoch 9, cost -92.8647631073
Pre-training layer 0, epoch 10, cost -91.5347389984
Pre-training layer 0, epoch 10, representative training free energy -509.459289368
Pre-training layer 0, epoch 10, validation free energy -502.452499878
Pre-training layer 0, epoch 11, cost -90.4663979721
Pre-training layer 0, epoch 12, cost -89.7455086517
Pre-training layer 0, epoch 13, cost -88.6316247559
Pre-training layer 0, epoch 14, cost -87.9119784164
Pre-training layer 0, epoch 15, cost -87.4824895477
Pre-training layer 0, epoch 15, representative training free energy -497.940458679
Pre-training layer 0, epoch 15, validation free energy -490.471843597
Pre-training layer 0, epoch 16, cost -86.6693970108
Pre-training layer 0, epoch 17, cost -86.2554230881
Pre-training layer 0, epoch 18, cost -85.6498561859
Pre-training layer 0, epoch 19, cost -85.1043609619
Pre-training layer 0, epoch 20, cost -84.6310371017
Pre-training layer 0, epoch 20, representative training free energy -491.373206879
Pre-training layer 0, epoch 20, validation free energy -482.608881256
Pre-training layer 0, epoch 21, cost -84.0807122421
Pre-training layer 0, epoch 22, cost -83.5462399864
Pre-training layer 0, epoch 23, cost -83.264249649
Pre-training layer 0, epoch 24, cost -82.9452586746
Pre-training layer 0, epoch 25, cost -82.5679666901
Pre-training layer 0, epoch 25, representative training free energy -479.20452063
Pre-training layer 0, epoch 25, validation free energy -470.409529602
Pre-training layer 0, epoch 26, cost -82.0348970413
Pre-training layer 0, epoch 27, cost -81.9732513428
Pre-training layer 0, epoch 28, cost -81.5586414528
Pre-training layer 0, epoch 29, cost -81.1288598633
Pre-training layer 0, epoch 30, cost -80.9351292038
Pre-training layer 0, epoch 30, representative training free energy -480.48509137
Pre-training layer 0, epoch 30, validation free energy -470.090909546
Pre-training layer 0, epoch 31, cost -80.8114936829
Pre-training layer 0, epoch 32, cost -80.4305277634
Pre-training layer 0, epoch 33, cost -80.1384488487
Pre-training layer 0, epoch 34, cost -80.1041302109
Pre-training layer 0, epoch 35, cost -79.7512265968
Pre-training layer 0, epoch 35, representative training free energy -474.940707672
Pre-training layer 0, epoch 35, validation free energy -465.16040329
Pre-training layer 0, epoch 36, cost -79.6836805725
Pre-training layer 0, epoch 37, cost -79.2762974739
Pre-training layer 0, epoch 38, cost -79.2171579361
