_______RUN: 0

==========Sample Size: (1000, 1000, 1000) ===========
epoch 51, minibatch 300/300, validation error 6.600000 %
epoch 52, minibatch 300/300, validation error 6.600000 %
epoch 53, minibatch 300/300, validation error 6.600000 %
epoch 54, minibatch 300/300, validation error 6.500000 %
epoch 55, minibatch 300/300, validation error 6.500000 %
epoch 56, minibatch 300/300, validation error 6.500000 %
epoch 57, minibatch 300/300, validation error 6.400000 %
     epoch 57, minibatch 300/300, test error of best model 6.500000 %
epoch 58, minibatch 300/300, validation error 6.400000 %
epoch 59, minibatch 300/300, validation error 6.400000 %
epoch 60, minibatch 300/300, validation error 6.400000 %
epoch 61, minibatch 300/300, validation error 6.400000 %
epoch 62, minibatch 300/300, validation error 6.400000 %
epoch 63, minibatch 300/300, validation error 6.400000 %
epoch 64, minibatch 300/300, validation error 6.400000 %
epoch 65, minibatch 300/300, validation error 6.500000 %
epoch 66, minibatch 300/300, validation error 6.500000 %
epoch 67, minibatch 300/300, validation error 6.500000 %
epoch 68, minibatch 300/300, validation error 6.500000 %
epoch 69, minibatch 300/300, validation error 6.500000 %
epoch 70, minibatch 300/300, validation error 6.500000 %
epoch 71, minibatch 300/300, validation error 6.500000 %
epoch 72, minibatch 300/300, validation error 6.500000 %
epoch 73, minibatch 300/300, validation error 6.500000 %
epoch 74, minibatch 300/300, validation error 6.500000 %
epoch 75, minibatch 300/300, validation error 6.500000 %
epoch 76, minibatch 300/300, validation error 6.500000 %
epoch 77, minibatch 300/300, validation error 6.500000 %
epoch 78, minibatch 300/300, validation error 6.400000 %
     epoch 78, minibatch 300/300, test error of best model 6.400000 %
epoch 79, minibatch 300/300, validation error 6.400000 %
epoch 80, minibatch 300/300, validation error 6.300000 %
     epoch 80, minibatch 300/300, test error of best model 6.400000 %
epoch 81, minibatch 300/300, validation error 6.300000 %
epoch 82, minibatch 300/300, validation error 6.300000 %
epoch 83, minibatch 300/300, validation error 6.300000 %
epoch 84, minibatch 300/300, validation error 6.300000 %
epoch 85, minibatch 300/300, validation error 6.300000 %
epoch 86, minibatch 300/300, validation error 6.300000 %
epoch 87, minibatch 300/300, validation error 6.200000 %
     epoch 87, minibatch 300/300, test error of best model 6.400000 %
epoch 88, minibatch 300/300, validation error 6.200000 %
epoch 89, minibatch 300/300, validation error 6.200000 %
epoch 90, minibatch 300/300, validation error 6.200000 %
epoch 91, minibatch 300/300, validation error 6.200000 %
epoch 92, minibatch 300/300, validation error 6.200000 %
epoch 93, minibatch 300/300, validation error 6.200000 %
epoch 94, minibatch 300/300, validation error 6.200000 %
epoch 95, minibatch 300/300, validation error 6.200000 %
epoch 96, minibatch 300/300, validation error 6.200000 %
epoch 97, minibatch 300/300, validation error 6.200000 %
epoch 98, minibatch 300/300, validation error 6.200000 %
epoch 99, minibatch 300/300, validation error 6.100000 %
     epoch 99, minibatch 300/300, test error of best model 6.400000 %
epoch 100, minibatch 300/300, validation error 6.100000 %
epoch 101, minibatch 300/300, validation error 6.100000 %
epoch 102, minibatch 300/300, validation error 6.100000 %
epoch 103, minibatch 300/300, validation error 6.100000 %
epoch 104, minibatch 300/300, validation error 6.100000 %
epoch 105, minibatch 300/300, validation error 6.100000 %
epoch 106, minibatch 300/300, validation error 6.100000 %
epoch 107, minibatch 300/300, validation error 6.100000 %
epoch 108, minibatch 300/300, validation error 6.100000 %
epoch 109, minibatch 300/300, validation error 6.100000 %
epoch 110, minibatch 300/300, validation error 6.100000 %
epoch 111, minibatch 300/300, validation error 6.100000 %
epoch 112, minibatch 300/300, validation error 6.100000 %
epoch 113, minibatch 300/300, validation error 6.100000 %
epoch 114, minibatch 300/300, validation error 6.100000 %
epoch 115, minibatch 300/300, validation error 6.100000 %
epoch 116, minibatch 300/300, validation error 6.100000 %
epoch 117, minibatch 300/300, validation error 6.100000 %
epoch 118, minibatch 300/300, validation error 6.100000 %
epoch 119, minibatch 300/300, validation error 6.100000 %
epoch 120, minibatch 300/300, validation error 6.100000 %
epoch 121, minibatch 300/300, validation error 6.100000 %
epoch 122, minibatch 300/300, validation error 6.100000 %
epoch 123, minibatch 300/300, validation error 6.100000 %
epoch 124, minibatch 300/300, validation error 6.100000 %
epoch 125, minibatch 300/300, validation error 6.100000 %
epoch 126, minibatch 300/300, validation error 6.100000 %
epoch 127, minibatch 300/300, validation error 6.100000 %
epoch 128, minibatch 300/300, validation error 6.100000 %
epoch 129, minibatch 300/300, validation error 6.100000 %
epoch 130, minibatch 300/300, validation error 6.100000 %
epoch 131, minibatch 300/300, validation error 6.100000 %
epoch 132, minibatch 300/300, validation error 6.100000 %
epoch 133, minibatch 300/300, validation error 6.100000 %
epoch 134, minibatch 300/300, validation error 6.100000 %
epoch 135, minibatch 300/300, validation error 6.100000 %
epoch 136, minibatch 300/300, validation error 6.100000 %
epoch 137, minibatch 300/300, validation error 6.100000 %
epoch 138, minibatch 300/300, validation error 6.100000 %
epoch 139, minibatch 300/300, validation error 6.100000 %
epoch 140, minibatch 300/300, validation error 6.100000 %
epoch 141, minibatch 300/300, validation error 6.200000 %
epoch 142, minibatch 300/300, validation error 6.200000 %
epoch 143, minibatch 300/300, validation error 6.200000 %
epoch 144, minibatch 300/300, validation error 6.200000 %
epoch 145, minibatch 300/300, validation error 6.200000 %
epoch 146, minibatch 300/300, validation error 6.200000 %
epoch 147, minibatch 300/300, validation error 6.200000 %
epoch 148, minibatch 300/300, validation error 6.200000 %
epoch 149, minibatch 300/300, validation error 6.200000 %
epoch 150, minibatch 300/300, validation error 6.200000 %
epoch 151, minibatch 300/300, validation error 6.200000 %
epoch 152, minibatch 300/300, validation error 6.200000 %
epoch 153, minibatch 300/300, validation error 6.200000 %
epoch 154, minibatch 300/300, validation error 6.200000 %
epoch 155, minibatch 300/300, validation error 6.200000 %
epoch 156, minibatch 300/300, validation error 6.200000 %
epoch 157, minibatch 300/300, validation error 6.100000 %
epoch 158, minibatch 300/300, validation error 6.100000 %
epoch 159, minibatch 300/300, validation error 6.100000 %
epoch 160, minibatch 300/300, validation error 6.100000 %
epoch 161, minibatch 300/300, validation error 6.100000 %
epoch 162, minibatch 300/300, validation error 6.100000 %
epoch 163, minibatch 300/300, validation error 6.100000 %
epoch 164, minibatch 300/300, validation error 6.100000 %
epoch 165, minibatch 300/300, validation error 6.100000 %
epoch 166, minibatch 300/300, validation error 6.100000 %
epoch 167, minibatch 300/300, validation error 6.100000 %
epoch 168, minibatch 300/300, validation error 6.100000 %
epoch 169, minibatch 300/300, validation error 6.100000 %
epoch 170, minibatch 300/300, validation error 6.100000 %
epoch 171, minibatch 300/300, validation error 6.100000 %
epoch 172, minibatch 300/300, validation error 6.100000 %
epoch 173, minibatch 300/300, validation error 6.100000 %
epoch 174, minibatch 300/300, validation error 6.100000 %
epoch 175, minibatch 300/300, validation error 6.100000 %
epoch 176, minibatch 300/300, validation error 6.100000 %
epoch 177, minibatch 300/300, validation error 6.100000 %
epoch 178, minibatch 300/300, validation error 6.100000 %
epoch 179, minibatch 300/300, validation error 6.100000 %
epoch 180, minibatch 300/300, validation error 6.100000 %
epoch 181, minibatch 300/300, validation error 6.100000 %
epoch 182, minibatch 300/300, validation error 6.100000 %
epoch 183, minibatch 300/300, validation error 6.100000 %
epoch 184, minibatch 300/300, validation error 6.100000 %
epoch 185, minibatch 300/300, validation error 6.100000 %
epoch 186, minibatch 300/300, validation error 6.100000 %
epoch 187, minibatch 300/300, validation error 6.100000 %
epoch 188, minibatch 300/300, validation error 6.100000 %
epoch 189, minibatch 300/300, validation error 6.100000 %
epoch 190, minibatch 300/300, validation error 6.100000 %
epoch 191, minibatch 300/300, validation error 6.100000 %
epoch 192, minibatch 300/300, validation error 6.100000 %
epoch 193, minibatch 300/300, validation error 6.100000 %
epoch 194, minibatch 300/300, validation error 6.100000 %
epoch 195, minibatch 300/300, validation error 6.100000 %
epoch 196, minibatch 300/300, validation error 6.100000 %
epoch 197, minibatch 300/300, validation error 6.100000 %
Optimization complete with best validation score of 6.100000 %, obtained at iteration 29700, with test performance 6.400000 %
The fine tuning code for file dbn_loop.pyc ran for 2.70m


==========Sample Size: (4000, 1000, 1000) ===========

... building the model
... getting the pretraining functions
... pre-training the model
Pre-training layer 0, epoch 0, cost -123.977386551
Pre-training layer 0, epoch 0, representative training free energy -256.461874878
Pre-training layer 0, epoch 0, validation free energy -252.727306412
Pre-training layer 0, epoch 1, cost -97.7139884758
Pre-training layer 0, epoch 2, cost -91.8329663467
Pre-training layer 0, epoch 3, cost -88.5348981762
Pre-training layer 0, epoch 4, cost -86.4347840881
Pre-training layer 0, epoch 5, cost -84.6502479553
Pre-training layer 0, epoch 5, representative training free energy -258.409603195
Pre-training layer 0, epoch 5, validation free energy -251.500232529
Pre-training layer 0, epoch 6, cost -83.4589022923
Pre-training layer 0, epoch 7, cost -82.4689352894
Pre-training layer 0, epoch 8, cost -81.3128317165
Pre-training layer 0, epoch 9, cost -80.6610572243
Pre-training layer 0, epoch 10, cost -79.9939990234
Pre-training layer 0, epoch 10, representative training free energy -262.741727234
Pre-training layer 0, epoch 10, validation free energy -252.957904648
Pre-training layer 0, epoch 11, cost -79.2794970322
Pre-training layer 0, epoch 12, cost -78.909389677
Pre-training layer 0, epoch 13, cost -78.3214048576
Pre-training layer 0, epoch 14, cost -78.0472799015
Pre-training layer 0, epoch 15, cost -77.5857227516
Pre-training layer 0, epoch 15, representative training free energy -264.740902985
Pre-training layer 0, epoch 15, validation free energy -254.270189529
Pre-training layer 0, epoch 16, cost -77.1609869194
Pre-training layer 0, epoch 17, cost -76.9476261234
Pre-training layer 0, epoch 18, cost -76.572716856
Pre-training layer 0, epoch 19, cost -76.2156784725
Pre-training layer 0, epoch 20, cost -76.0199914074
Pre-training layer 0, epoch 20, representative training free energy -264.616845856
Pre-training layer 0, epoch 20, validation free energy -254.098816711
Pre-training layer 0, epoch 21, cost -75.7905750751
Pre-training layer 0, epoch 22, cost -75.513349514
Pre-training layer 0, epoch 23, cost -75.3546655178
Pre-training layer 0, epoch 24, cost -75.0860443115
Pre-training layer 0, epoch 25, cost -74.9627324104
Pre-training layer 0, epoch 25, representative training free energy -256.769998184
Pre-training layer 0, epoch 25, validation free energy -245.586761108
Pre-training layer 0, epoch 26, cost -74.7490307331
Pre-training layer 0, epoch 27, cost -74.6343793201
Pre-training layer 0, epoch 28, cost -74.3337715912
Pre-training layer 0, epoch 29, cost -74.1623617268
Pre-training layer 0, epoch 30, cost -74.0929310894
Pre-training layer 0, epoch 30, representative training free energy -253.017422226
Pre-training layer 0, epoch 30, validation free energy -240.068065948
Pre-training layer 0, epoch 31, cost -73.9645123863
Pre-training layer 0, epoch 32, cost -73.7590441036
Pre-training layer 0, epoch 33, cost -73.6055012608
Pre-training layer 0, epoch 34, cost -73.437216835
Pre-training layer 0, epoch 35, cost -73.2943425465
Pre-training layer 0, epoch 35, representative training free energy -254.8302453
Pre-training layer 0, epoch 35, validation free energy -240.302387573
Pre-training layer 0, epoch 36, cost -73.2369233036
Pre-training layer 0, epoch 37, cost -73.0787614822
Pre-training layer 0, epoch 38, cost -72.9557205486
Pre-training layer 0, epoch 39, cost -72.8871255302
Pre-training layer 0, epoch 40, cost -72.7422445583
Pre-training layer 0, epoch 40, representative training free energy -250.418497681
Pre-training layer 0, epoch 40, validation free energy -236.897156448
Pre-training layer 0, epoch 41, cost -72.5624631405
Pre-training layer 0, epoch 42, cost -72.4502844334
Pre-training layer 0, epoch 43, cost -72.3303125095
Pre-training layer 0, epoch 44, cost -72.2283496284
Pre-training layer 0, epoch 45, cost -72.3257121563
Pre-training layer 0, epoch 45, representative training free energy -248.404591568
Pre-training layer 0, epoch 45, validation free energy -233.47981926
Pre-training layer 0, epoch 46, cost -72.1215863228
Pre-training layer 0, epoch 47, cost -72.0943906307
Pre-training layer 0, epoch 48, cost -71.8373286819
Pre-training layer 0, epoch 49, cost -71.8649522305
Pre-training layer 0, epoch 50, cost -71.7441744518
Pre-training layer 0, epoch 50, representative training free energy -245.976562485
Pre-training layer 0, epoch 50, validation free energy -232.745794067
Pre-training layer 0, epoch 51, cost -71.5723470879
Pre-training layer 0, epoch 52, cost -71.5732388496
Pre-training layer 0, epoch 53, cost -71.4357421589
Pre-training layer 0, epoch 54, cost -71.4460552979
Pre-training layer 0, epoch 55, cost -71.3628251743
Pre-training layer 0, epoch 55, representative training free energy -244.399327835
Pre-training layer 0, epoch 55, validation free energy -230.266548332
Pre-training layer 0, epoch 56, cost -71.1604108906
Pre-training layer 0, epoch 57, cost -71.1800306225
Pre-training layer 0, epoch 58, cost -71.0623992252
Pre-training layer 0, epoch 59, cost -70.9981715298
Pre-training layer 0, epoch 60, cost -70.9316065979
Pre-training layer 0, epoch 60, representative training free energy -238.407367401
Pre-training layer 0, epoch 60, validation free energy -222.547738625
Pre-training layer 0, epoch 61, cost -70.8646999741
Pre-training layer 0, epoch 62, cost -70.9318850613
Pre-training layer 0, epoch 63, cost -70.7235920143
Pre-training layer 0, epoch 64, cost -70.6322716713
Pre-training layer 0, epoch 65, cost -70.6848082924
Pre-training layer 0, epoch 65, representative training free energy -242.46204834
Pre-training layer 0, epoch 65, validation free energy -225.661642761
Pre-training layer 0, epoch 66, cost -70.5385706329
Pre-training layer 0, epoch 67, cost -70.4118208599
Pre-training layer 0, epoch 68, cost -70.4212428665
Pre-training layer 0, epoch 69, cost -70.310137167
Pre-training layer 0, epoch 70, cost -70.2378014565
Pre-training layer 0, epoch 70, representative training free energy -234.809981674
Pre-training layer 0, epoch 70, validation free energy -217.684398155
Pre-training layer 0, epoch 71, cost -70.2873250008
Pre-training layer 0, epoch 72, cost -70.1616709232
Pre-training layer 0, epoch 73, cost -70.1435226822
Pre-training layer 0, epoch 74, cost -70.0992036819
Pre-training layer 0, epoch 75, cost -70.0094777679
Pre-training layer 0, epoch 75, representative training free energy -233.676453308
Pre-training layer 0, epoch 75, validation free energy -217.756919617
Pre-training layer 0, epoch 76, cost -69.9649878502
Pre-training layer 0, epoch 77, cost -69.7506984425
Pre-training layer 0, epoch 78, cost -69.8546536922
Pre-training layer 0, epoch 79, cost -69.7778918839
Pre-training layer 0, epoch 80, cost -69.7547580147
Pre-training layer 0, epoch 80, representative training free energy -235.155248337
Pre-training layer 0, epoch 80, validation free energy -217.434344154
Pre-training layer 0, epoch 81, cost -69.6948934937
Pre-training layer 0, epoch 82, cost -69.6699895191
Pre-training layer 0, epoch 83, cost -69.5454514885
Pre-training layer 0, epoch 84, cost -69.4960580826
Pre-training layer 0, epoch 85, cost -69.4782407856
Pre-training layer 0, epoch 85, representative training free energy -231.987466232
Pre-training layer 0, epoch 85, validation free energy -215.24505867
Pre-training layer 0, epoch 86, cost -69.3830742264
Pre-training layer 0, epoch 87, cost -69.3555282593
Pre-training layer 0, epoch 88, cost -69.3266853809
Pre-training layer 0, epoch 89, cost -69.2803154373
Pre-training layer 0, epoch 90, cost -69.1679389954
Pre-training layer 0, epoch 90, representative training free energy -231.734504257
Pre-training layer 0, epoch 90, validation free energy -214.105571922
Pre-training layer 0, epoch 91, cost -69.2280790997
Pre-training layer 0, epoch 92, cost -69.1429594803
Pre-training layer 0, epoch 93, cost -69.1203999329
Pre-training layer 0, epoch 94, cost -69.1485078812
Pre-training layer 0, epoch 95, cost -69.0691528606
Pre-training layer 0, epoch 95, representative training free energy -226.124897507
Pre-training layer 0, epoch 95, validation free energy -209.13790966
Pre-training layer 0, epoch 96, cost -69.00540061
Pre-training layer 0, epoch 97, cost -68.862310791
Pre-training layer 0, epoch 98, cost -68.9149925709
Pre-training layer 0, epoch 99, cost -68.8529248142
Pre-training layer 1, epoch 0, cost -116.7419174
Pre-training layer 1, epoch 0, representative training free energy -316291.51032
Pre-training layer 1, epoch 0, validation free energy -314274.590844
Pre-training layer 1, epoch 1, cost -90.7833116055
Pre-training layer 1, epoch 2, cost -84.1936556435
Pre-training layer 1, epoch 3, cost -80.3227448177
Pre-training layer 1, epoch 4, cost -77.8491114521
Pre-training layer 1, epoch 5, cost -76.0154150677
Pre-training layer 1, epoch 5, representative training free energy -413733.776063
Pre-training layer 1, epoch 5, validation free energy -410797.641219
Pre-training layer 1, epoch 6, cost -74.48221035
Pre-training layer 1, epoch 7, cost -73.2734686661
Pre-training layer 1, epoch 8, cost -72.3106479645
Pre-training layer 1, epoch 9, cost -71.5495459938
Pre-training layer 1, epoch 10, cost -70.7839933872
Pre-training layer 1, epoch 10, representative training free energy -460156.176203
Pre-training layer 1, epoch 10, validation free energy -456939.459672
Pre-training layer 1, epoch 11, cost -70.1780418301
Pre-training layer 1, epoch 12, cost -69.5167070198
Pre-training layer 1, epoch 13, cost -69.0727958584
Pre-training layer 1, epoch 14, cost -68.5345759106
Pre-training layer 1, epoch 15, cost -68.0865252113
Pre-training layer 1, epoch 15, representative training free energy -494144.569063
Pre-training layer 1, epoch 15, validation free energy -490690.317906
Pre-training layer 1, epoch 16, cost -67.7512957573
Pre-training layer 1, epoch 17, cost -67.3620367718
Pre-training layer 1, epoch 18, cost -67.0776339436
Pre-training layer 1, epoch 19, cost -66.7684521675
Pre-training layer 1, epoch 20, cost -66.50532341
Pre-training layer 1, epoch 20, representative training free energy -518745.281781
Pre-training layer 1, epoch 20, validation free energy -515212.88725
Pre-training layer 1, epoch 21, cost -66.2240192699
Pre-training layer 1, epoch 22, cost -66.0208781624
Pre-training layer 1, epoch 23, cost -65.8039614201
Pre-training layer 1, epoch 24, cost -65.4966632652
Pre-training layer 1, epoch 25, cost -65.2972135639
Pre-training layer 1, epoch 25, representative training free energy -539700.969281
Pre-training layer 1, epoch 25, validation free energy -536060.462422
Pre-training layer 1, epoch 26, cost -65.1802913666
Pre-training layer 1, epoch 27, cost -64.9604514503
Pre-training layer 1, epoch 28, cost -64.799978447
Pre-training layer 1, epoch 29, cost -64.5563842964
Pre-training layer 1, epoch 30, cost -64.4401332283
Pre-training layer 1, epoch 30, representative training free energy -557045.401953
Pre-training layer 1, epoch 30, validation free energy -553247.042656
Pre-training layer 1, epoch 31, cost -64.2853857422
Pre-training layer 1, epoch 32, cost -64.1689331913
Pre-training layer 1, epoch 33, cost -63.9436533737
Pre-training layer 1, epoch 34, cost -63.8499524593
Pre-training layer 1, epoch 35, cost -63.7606464481
Pre-training layer 1, epoch 35, representative training free energy -572747.840234
Pre-training layer 1, epoch 35, validation free energy -568968.195391
Pre-training layer 1, epoch 36, cost -63.6390533829
Pre-training layer 1, epoch 37, cost -63.5265109253
Pre-training layer 1, epoch 38, cost -63.3468763542
Pre-training layer 1, epoch 39, cost -63.2622375393
Pre-training layer 1, epoch 40, cost -63.1824710274
Pre-training layer 1, epoch 40, representative training free energy -586696.509547
Pre-training layer 1, epoch 40, validation free energy -582839.211469
Pre-training layer 1, epoch 41, cost -63.0297303009
Pre-training layer 1, epoch 42, cost -62.9573606873
Pre-training layer 1, epoch 43, cost -62.889621563
Pre-training layer 1, epoch 44, cost -62.8402168274
Pre-training layer 1, epoch 45, cost -62.7837440586
Pre-training layer 1, epoch 45, representative training free energy -599203.946125
Pre-training layer 1, epoch 45, validation free energy -595263.369656
Pre-training layer 1, epoch 46, cost -62.6058430576
Pre-training layer 1, epoch 47, cost -62.4869097519
Pre-training layer 1, epoch 48, cost -62.4837045765
Pre-training layer 1, epoch 49, cost -62.3620571899
Pre-training layer 1, epoch 50, cost -62.2979381323
Pre-training layer 1, epoch 50, representative training free energy -610941.393937
Pre-training layer 1, epoch 50, validation free energy -606933.065547
Pre-training layer 1, epoch 51, cost -62.2294204855
Pre-training layer 1, epoch 52, cost -62.2383501625
Pre-training layer 1, epoch 53, cost -62.0710678387
Pre-training layer 1, epoch 54, cost -62.0768336201
Pre-training layer 1, epoch 55, cost -61.9130211544
Pre-training layer 1, epoch 55, representative training free energy -620682.482297
Pre-training layer 1, epoch 55, validation free energy -616559.693234
Pre-training layer 1, epoch 56, cost -61.8423131657
Pre-training layer 1, epoch 57, cost -61.8375345564
Pre-training layer 1, epoch 58, cost -61.7914374828
Pre-training layer 1, epoch 59, cost -61.6885754442
Pre-training layer 1, epoch 60, cost -61.7144278526
Pre-training layer 1, epoch 60, representative training free energy -630791.096688
Pre-training layer 1, epoch 60, validation free energy -626597.504656
Pre-training layer 1, epoch 61, cost -61.6589472866
Pre-training layer 1, epoch 62, cost -61.5482024765
Pre-training layer 1, epoch 63, cost -61.4684657764
Pre-training layer 1, epoch 64, cost -61.4358731413
Pre-training layer 1, epoch 65, cost -61.3832080746
Pre-training layer 1, epoch 65, representative training free energy -639337.751688
Pre-training layer 1, epoch 65, validation free energy -635101.666641
Pre-training layer 1, epoch 66, cost -61.3435751438
Pre-training layer 1, epoch 67, cost -61.3040722752
Pre-training layer 1, epoch 68, cost -61.2391420555
Pre-training layer 1, epoch 69, cost -61.1575219536
Pre-training layer 1, epoch 70, cost -61.1974248505
Pre-training layer 1, epoch 70, representative training free energy -647751.251109
Pre-training layer 1, epoch 70, validation free energy -643556.083016
Pre-training layer 1, epoch 71, cost -61.0454981995
Pre-training layer 1, epoch 72, cost -61.0460126877
Pre-training layer 1, epoch 73, cost -61.0690984678
Pre-training layer 1, epoch 74, cost -60.970541954
Pre-training layer 1, epoch 75, cost -60.9148346519
Pre-training layer 1, epoch 75, representative training free energy -656027.870109
Pre-training layer 1, epoch 75, validation free energy -651722.973359
Pre-training layer 1, epoch 76, cost -60.8989469147
Pre-training layer 1, epoch 77, cost -60.8445228577
Pre-training layer 1, epoch 78, cost -60.7683705378
Pre-training layer 1, epoch 79, cost -60.8049228954
Pre-training layer 1, epoch 80, cost -60.7289159441
Pre-training layer 1, epoch 80, representative training free energy -662964.190438
Pre-training layer 1, epoch 80, validation free energy -658595.009875
Pre-training layer 1, epoch 81, cost -60.6609454966
Pre-training layer 1, epoch 82, cost -60.6326187325
Pre-training layer 1, epoch 83, cost -60.5963617563
Pre-training layer 1, epoch 84, cost -60.4881002522
Pre-training layer 1, epoch 85, cost -60.5737563753
Pre-training layer 1, epoch 85, representative training free energy -670119.233266
Pre-training layer 1, epoch 85, validation free energy -665707.368063
Pre-training layer 1, epoch 86, cost -60.5331139374
Pre-training layer 1, epoch 87, cost -60.4535633183
Pre-training layer 1, epoch 88, cost -60.5127597427
Pre-training layer 1, epoch 89, cost -60.4815325928
Pre-training layer 1, epoch 90, cost -60.3426202774
Pre-training layer 1, epoch 90, representative training free energy -676758.181547
Pre-training layer 1, epoch 90, validation free energy -672305.623797
Pre-training layer 1, epoch 91, cost -60.3445620871
Pre-training layer 1, epoch 92, cost -60.3023177147
Pre-training layer 1, epoch 93, cost -60.2626511478
Pre-training layer 1, epoch 94, cost -60.2750438309
Pre-training layer 1, epoch 95, cost -60.1789117575
Pre-training layer 1, epoch 95, representative training free energy -683222.70775
Pre-training layer 1, epoch 95, validation free energy -678694.323062
Pre-training layer 1, epoch 96, cost -60.2393762445
Pre-training layer 1, epoch 97, cost -60.241247673
Pre-training layer 1, epoch 98, cost -60.1389201975
Pre-training layer 1, epoch 99, cost -60.1447037077
Pre-training layer 2, epoch 0, cost -96.9881756878
Pre-training layer 2, epoch 0, representative training free energy 33459.8933828
Pre-training layer 2, epoch 0, validation free energy 33128.0176338
Pre-training layer 2, epoch 1, cost -71.4437508106
Pre-training layer 2, epoch 2, cost -66.0308423519
Pre-training layer 2, epoch 3, cost -63.1616396046
Pre-training layer 2, epoch 4, cost -61.2982891846
Pre-training layer 2, epoch 5, cost -59.9296312904
Pre-training layer 2, epoch 5, representative training free energy 112983.943652
Pre-training layer 2, epoch 5, validation free energy 112241.681137
Pre-training layer 2, epoch 6, cost -58.8475835133
Pre-training layer 2, epoch 7, cost -58.0460999203
Pre-training layer 2, epoch 8, cost -57.2546546364
Pre-training layer 2, epoch 9, cost -56.6278731632
Pre-training layer 2, epoch 10, cost -56.1775379753
Pre-training layer 2, epoch 10, representative training free energy 152015.999078
Pre-training layer 2, epoch 10, validation free energy 151156.188063
Pre-training layer 2, epoch 11, cost -55.6960159206
Pre-training layer 2, epoch 12, cost -55.3126682568
Pre-training layer 2, epoch 13, cost -54.9880717564
Pre-training layer 2, epoch 14, cost -54.6450380707
Pre-training layer 2, epoch 15, cost -54.3347167301
Pre-training layer 2, epoch 15, representative training free energy 178134.76948
Pre-training layer 2, epoch 15, validation free energy 177231.592738
Pre-training layer 2, epoch 16, cost -53.9867276478
Pre-training layer 2, epoch 17, cost -53.8383587265
Pre-training layer 2, epoch 18, cost -53.5608145905
Pre-training layer 2, epoch 19, cost -53.4038470554
Pre-training layer 2, epoch 20, cost -53.1445397377
Pre-training layer 2, epoch 20, representative training free energy 198157.871766
Pre-training layer 2, epoch 20, validation free energy 197178.638902
Pre-training layer 2, epoch 21, cost -53.0399400234
Pre-training layer 2, epoch 22, cost -52.7808847618
Pre-training layer 2, epoch 23, cost -52.6029424
Pre-training layer 2, epoch 24, cost -52.4517939854
Pre-training layer 2, epoch 25, cost -52.3531096077
Pre-training layer 2, epoch 25, representative training free energy 210771.103359
Pre-training layer 2, epoch 25, validation free energy 209736.623562
Pre-training layer 2, epoch 26, cost -52.1578518677
Pre-training layer 2, epoch 27, cost -52.1215989208
Pre-training layer 2, epoch 28, cost -51.8918700981
Pre-training layer 2, epoch 29, cost -51.7613428211
Pre-training layer 2, epoch 30, cost -51.7206567097
Pre-training layer 2, epoch 30, representative training free energy 223341.425164
Pre-training layer 2, epoch 30, validation free energy 222302.030938
Pre-training layer 2, epoch 31, cost -51.5927197456
Pre-training layer 2, epoch 32, cost -51.5247856474
Pre-training layer 2, epoch 33, cost -51.3829400444
Pre-training layer 2, epoch 34, cost -51.3684870625
Pre-training layer 2, epoch 35, cost -51.2093927574
Pre-training layer 2, epoch 35, representative training free energy 232454.578492
Pre-training layer 2, epoch 35, validation free energy 231390.346313
Pre-training layer 2, epoch 36, cost -51.137103157
Pre-training layer 2, epoch 37, cost -51.021091938
Pre-training layer 2, epoch 38, cost -51.0292848015
Pre-training layer 2, epoch 39, cost -50.9215390015
Pre-training layer 2, epoch 40, cost -50.7839961529
Pre-training layer 2, epoch 40, representative training free energy 240365.75918
Pre-training layer 2, epoch 40, validation free energy 239320.205531
Pre-training layer 2, epoch 41, cost -50.7438535595
Pre-training layer 2, epoch 42, cost -50.641789999
Pre-training layer 2, epoch 43, cost -50.5091889763
Pre-training layer 2, epoch 44, cost -50.5188129997
Pre-training layer 2, epoch 45, cost -50.464093504
Pre-training layer 2, epoch 45, representative training free energy 246997.840117
Pre-training layer 2, epoch 45, validation free energy 245977.722094
Pre-training layer 2, epoch 46, cost -50.3782744932
Pre-training layer 2, epoch 47, cost -50.2302185535
Pre-training layer 2, epoch 48, cost -50.2837096691
Pre-training layer 2, epoch 49, cost -50.2313216782
Pre-training layer 2, epoch 50, cost -50.1330600119
Pre-training layer 2, epoch 50, representative training free energy 254069.671867
Pre-training layer 2, epoch 50, validation free energy 253006.101773
Pre-training layer 2, epoch 51, cost -50.1563420582
Pre-training layer 2, epoch 52, cost -50.115002327
Pre-training layer 2, epoch 53, cost -49.9830665588
Pre-training layer 2, epoch 54, cost -49.9403342056
Pre-training layer 2, epoch 55, cost -49.8879745722
Pre-training layer 2, epoch 55, representative training free energy 260553.633734
Pre-training layer 2, epoch 55, validation free energy 259474.445734
Pre-training layer 2, epoch 56, cost -49.7842696571
Pre-training layer 2, epoch 57, cost -49.8484061146
Pre-training layer 2, epoch 58, cost -49.7336486149
Pre-training layer 2, epoch 59, cost -49.7325952148
Pre-training layer 2, epoch 60, cost -49.6657702398
Pre-training layer 2, epoch 60, representative training free energy 264639.793203
Pre-training layer 2, epoch 60, validation free energy 263565.012188
Pre-training layer 2, epoch 61, cost -49.6687429047
Pre-training layer 2, epoch 62, cost -49.5867557907
Pre-training layer 2, epoch 63, cost -49.5255458784
